,DATA,REGIÃO,ESTADO,VALOR REVENDA,ANO,MES,MES/ANO
3168,2006-08-20,NORDESTE,PIAUI,2.467,2006,8,08/2006
3169,2006-08-20,NORDESTE,RIO GRANDE DO NORTE,2.714,2006,8,08/2006
3170,2006-08-20,NORDESTE,SERGIPE,2.546,2006,8,08/2006
3171,2006-08-20,NORTE,ACRE,2.967,2006,8,08/2006
3172,2006-08-20,NORTE,AMAPA,2.541,2006,8,08/2006
3173,2006-08-20,NORTE,AMAZONAS,2.579,2006,8,08/2006
3174,2006-08-20,NORTE,PARA,2.649,2006,8,08/2006
3175,2006-08-20,NORTE,RONDONIA,2.7110000000000003,2006,8,08/2006
3176,2006-08-20,NORTE,RORAIMA,2.9560000000000004,2006,8,08/2006
3177,2006-08-20,NORTE,TOCANTINS,2.76,2006,8,08/2006
3178,2006-08-20,SUDESTE,ESPIRITO SANTO,2.708,2006,8,08/2006
3179,2006-08-20,SUDESTE,MINAS GERAIS,2.489,2006,8,08/2006
3180,2006-08-20,SUDESTE,RIO DE JANEIRO,2.555,2006,8,08/2006
3181,2006-08-20,SUDESTE,SAO PAULO,2.449,2006,8,08/2006
3182,2006-08-20,SUL,PARANA,2.421,2006,8,08/2006
3183,2006-08-20,SUL,RIO GRANDE DO SUL,2.742,2006,8,08/2006
3184,2006-08-20,SUL,SANTA CATARINA,2.518,2006,8,08/2006
3185,2006-08-27,CENTRO OESTE,DISTRITO FEDERAL,2.599,2006,8,08/2006
3186,2006-08-27,CENTRO OESTE,GOIAS,2.648,2006,8,08/2006
3187,2006-08-27,CENTRO OESTE,MATO GROSSO,2.958,2006,8,08/2006
3188,2006-08-27,CENTRO OESTE,MATO GROSSO DO SUL,2.764,2006,8,08/2006
3189,2006-08-27,NORDESTE,ALAGOAS,2.82,2006,8,08/2006
3190,2006-08-27,NORDESTE,BAHIA,2.68,2006,8,08/2006
3191,2006-08-27,NORDESTE,CEARA,2.7430000000000003,2006,8,08/2006
3192,2006-08-27,NORDESTE,MARANHAO,2.773,2006,8,08/2006
3193,2006-08-27,NORDESTE,PARAIBA,2.655,2006,8,08/2006
3194,2006-08-27,NORDESTE,PERNAMBUCO,2.7230000000000003,2006,8,08/2006
3195,2006-08-27,NORDESTE,PIAUI,2.491,2006,8,08/2006
3196,2006-08-27,NORDESTE,RIO GRANDE DO NORTE,2.7230000000000003,2006,8,08/2006
3197,2006-08-27,NORDESTE,SERGIPE,2.547,2006,8,08/2006
3198,2006-08-27,NORTE,ACRE,2.967,2006,8,08/2006
3199,2006-08-27,NORTE,AMAPA,2.532,2006,8,08/2006
3200,2006-08-27,NORTE,AMAZONAS,2.575,2006,8,08/2006
3201,2006-08-27,NORTE,PARA,2.65,2006,8,08/2006
3202,2006-08-27,NORTE,RONDONIA,2.754,2006,8,08/2006
3203,2006-08-27,NORTE,RORAIMA,2.803,2006,8,08/2006
3204,2006-08-27,NORTE,TOCANTINS,2.761,2006,8,08/2006
3205,2006-08-27,SUDESTE,ESPIRITO SANTO,2.7110000000000003,2006,8,08/2006
3206,2006-08-27,SUDESTE,MINAS GERAIS,2.486,2006,8,08/2006
3207,2006-08-27,SUDESTE,RIO DE JANEIRO,2.555,2006,8,08/2006
3208,2006-08-27,SUDESTE,SAO PAULO,2.446,2006,8,08/2006
3209,2006-08-27,SUL,PARANA,2.472,2006,8,08/2006
3210,2006-08-27,SUL,RIO GRANDE DO SUL,2.729,2006,8,08/2006
3211,2006-08-27,SUL,SANTA CATARINA,2.511,2006,8,08/2006
3212,2006-09-03,CENTRO OESTE,DISTRITO FEDERAL,2.651,2006,9,09/2006
3213,2006-09-03,CENTRO OESTE,GOIAS,2.641,2006,9,09/2006
3214,2006-09-03,CENTRO OESTE,MATO GROSSO,2.959,2006,9,09/2006
3215,2006-09-03,CENTRO OESTE,MATO GROSSO DO SUL,2.737,2006,9,09/2006
3216,2006-09-03,NORDESTE,ALAGOAS,2.822,2006,9,09/2006
3217,2006-09-03,NORDESTE,BAHIA,2.6910000000000003,2006,9,09/2006
3218,2006-09-03,NORDESTE,CEARA,2.7430000000000003,2006,9,09/2006
3219,2006-09-03,NORDESTE,MARANHAO,2.759,2006,9,09/2006
3220,2006-09-03,NORDESTE,PARAIBA,2.653,2006,9,09/2006
3221,2006-09-03,NORDESTE,PERNAMBUCO,2.677,2006,9,09/2006
3222,2006-09-03,NORDESTE,PIAUI,2.506,2006,9,09/2006
3223,2006-09-03,NORDESTE,RIO GRANDE DO NORTE,2.718,2006,9,09/2006
3224,2006-09-03,NORDESTE,SERGIPE,2.547,2006,9,09/2006
3225,2006-09-03,NORTE,ACRE,2.966,2006,9,09/2006
3226,2006-09-03,NORTE,AMAPA,2.529,2006,9,09/2006
3227,2006-09-03,NORTE,AMAZONAS,2.571,2006,9,09/2006
3228,2006-09-03,NORTE,PARA,2.653,2006,9,09/2006
3229,2006-09-03,NORTE,RONDONIA,2.769,2006,9,09/2006
3230,2006-09-03,NORTE,RORAIMA,2.814,2006,9,09/2006
3231,2006-09-03,NORTE,TOCANTINS,2.761,2006,9,09/2006
3232,2006-09-03,SUDESTE,ESPIRITO SANTO,2.704,2006,9,09/2006
3233,2006-09-03,SUDESTE,MINAS GERAIS,2.492,2006,9,09/2006
3234,2006-09-03,SUDESTE,RIO DE JANEIRO,2.547,2006,9,09/2006
3235,2006-09-03,SUDESTE,SAO PAULO,2.445,2006,9,09/2006
3236,2006-09-03,SUL,PARANA,2.468,2006,9,09/2006
3237,2006-09-03,SUL,RIO GRANDE DO SUL,2.7230000000000003,2006,9,09/2006
3238,2006-09-03,SUL,SANTA CATARINA,2.519,2006,9,09/2006
3239,2006-09-10,CENTRO OESTE,DISTRITO FEDERAL,2.6660000000000004,2006,9,09/2006
3240,2006-09-10,CENTRO OESTE,GOIAS,2.643,2006,9,09/2006
3241,2006-09-10,CENTRO OESTE,MATO GROSSO,2.958,2006,9,09/2006
3242,2006-09-10,CENTRO OESTE,MATO GROSSO DO SUL,2.717,2006,9,09/2006
3243,2006-09-10,NORDESTE,ALAGOAS,2.817,2006,9,09/2006
3244,2006-09-10,NORDESTE,BAHIA,2.69,2006,9,09/2006
3245,2006-09-10,NORDESTE,CEARA,2.738,2006,9,09/2006
3246,2006-09-10,NORDESTE,MARANHAO,2.735,2006,9,09/2006
3247,2006-09-10,NORDESTE,PARAIBA,2.653,2006,9,09/2006
3248,2006-09-10,NORDESTE,PERNAMBUCO,2.567,2006,9,09/2006
3249,2006-09-10,NORDESTE,PIAUI,2.505,2006,9,09/2006
3250,2006-09-10,NORDESTE,RIO GRANDE DO NORTE,2.709,2006,9,09/2006
3251,2006-09-10,NORDESTE,SERGIPE,2.547,2006,9,09/2006
3252,2006-09-10,NORTE,ACRE,2.967,2006,9,09/2006
3253,2006-09-10,NORTE,AMAPA,2.525,2006,9,09/2006
3254,2006-09-10,NORTE,AMAZONAS,2.571,2006,9,09/2006
3255,2006-09-10,NORTE,PARA,2.651,2006,9,09/2006
3256,2006-09-10,NORTE,RONDONIA,2.77,2006,9,09/2006
3257,2006-09-10,NORTE,RORAIMA,2.8160000000000003,2006,9,09/2006
3258,2006-09-10,NORTE,TOCANTINS,2.764,2006,9,09/2006
3259,2006-09-10,SUDESTE,ESPIRITO SANTO,2.7030000000000003,2006,9,09/2006
3260,2006-09-10,SUDESTE,MINAS GERAIS,2.495,2006,9,09/2006
3261,2006-09-10,SUDESTE,RIO DE JANEIRO,2.5540000000000003,2006,9,09/2006
3262,2006-09-10,SUDESTE,SAO PAULO,2.439,2006,9,09/2006
3263,2006-09-10,SUL,PARANA,2.461,2006,9,09/2006
3264,2006-09-10,SUL,RIO GRANDE DO SUL,2.718,2006,9,09/2006
3265,2006-09-10,SUL,SANTA CATARINA,2.511,2006,9,09/2006
3266,2006-09-17,CENTRO OESTE,DISTRITO FEDERAL,2.642,2006,9,09/2006
3267,2006-09-17,CENTRO OESTE,GOIAS,2.64,2006,9,09/2006
3268,2006-09-17,CENTRO OESTE,MATO GROSSO,2.958,2006,9,09/2006
3269,2006-09-17,CENTRO OESTE,MATO GROSSO DO SUL,2.732,2006,9,09/2006
3270,2006-09-17,NORDESTE,ALAGOAS,2.821,2006,9,09/2006
3271,2006-09-17,NORDESTE,BAHIA,2.6910000000000003,2006,9,09/2006
3272,2006-09-17,NORDESTE,CEARA,2.7430000000000003,2006,9,09/2006
3273,2006-09-17,NORDESTE,MARANHAO,2.679,2006,9,09/2006
3274,2006-09-17,NORDESTE,PARAIBA,2.652,2006,9,09/2006
3275,2006-09-17,NORDESTE,PERNAMBUCO,2.717,2006,9,09/2006
3276,2006-09-17,NORDESTE,PIAUI,2.507,2006,9,09/2006
3277,2006-09-17,NORDESTE,RIO GRANDE DO NORTE,2.708,2006,9,09/2006
3278,2006-09-17,NORDESTE,SERGIPE,2.544,2006,9,09/2006
3279,2006-09-17,NORTE,ACRE,2.966,2006,9,09/2006
3280,2006-09-17,NORTE,AMAPA,2.523,2006,9,09/2006
3281,2006-09-17,NORTE,AMAZONAS,2.57,2006,9,09/2006
3282,2006-09-17,NORTE,PARA,2.647,2006,9,09/2006
3283,2006-09-17,NORTE,RONDONIA,2.77,2006,9,09/2006
3284,2006-09-17,NORTE,RORAIMA,2.812,2006,9,09/2006
3285,2006-09-17,NORTE,TOCANTINS,2.748,2006,9,09/2006
3286,2006-09-17,SUDESTE,ESPIRITO SANTO,2.697,2006,9,09/2006
3287,2006-09-17,SUDESTE,MINAS GERAIS,2.494,2006,9,09/2006
3288,2006-09-17,SUDESTE,RIO DE JANEIRO,2.55,2006,9,09/2006
3289,2006-09-17,SUDESTE,SAO PAULO,2.447,2006,9,09/2006
3290,2006-09-17,SUL,PARANA,2.436,2006,9,09/2006
3291,2006-09-17,SUL,RIO GRANDE DO SUL,2.712,2006,9,09/2006
3292,2006-09-17,SUL,SANTA CATARINA,2.513,2006,9,09/2006
3293,2006-09-24,CENTRO OESTE,DISTRITO FEDERAL,2.512,2006,9,09/2006
3294,2006-09-24,CENTRO OESTE,GOIAS,2.637,2006,9,09/2006
3295,2006-09-24,CENTRO OESTE,MATO GROSSO,2.9560000000000004,2006,9,09/2006
3296,2006-09-24,CENTRO OESTE,MATO GROSSO DO SUL,2.715,2006,9,09/2006
3297,2006-09-24,NORDESTE,ALAGOAS,2.82,2006,9,09/2006
3298,2006-09-24,NORDESTE,BAHIA,2.688,2006,9,09/2006
3299,2006-09-24,NORDESTE,CEARA,2.734,2006,9,09/2006
3300,2006-09-24,NORDESTE,MARANHAO,2.77,2006,9,09/2006
3301,2006-09-24,NORDESTE,PARAIBA,2.653,2006,9,09/2006
3302,2006-09-24,NORDESTE,PERNAMBUCO,2.698,2006,9,09/2006
3303,2006-09-24,NORDESTE,PIAUI,2.507,2006,9,09/2006
3304,2006-09-24,NORDESTE,RIO GRANDE DO NORTE,2.696,2006,9,09/2006
3305,2006-09-24,NORDESTE,SERGIPE,2.537,2006,9,09/2006
3306,2006-09-24,NORTE,ACRE,2.965,2006,9,09/2006
3307,2006-09-24,NORTE,AMAPA,2.523,2006,9,09/2006
3308,2006-09-24,NORTE,AMAZONAS,2.568,2006,9,09/2006
3309,2006-09-24,NORTE,PARA,2.644,2006,9,09/2006
3310,2006-09-24,NORTE,RONDONIA,2.773,2006,9,09/2006
3311,2006-09-24,NORTE,RORAIMA,2.79,2006,9,09/2006
3312,2006-09-24,NORTE,TOCANTINS,2.749,2006,9,09/2006
3313,2006-09-24,SUDESTE,ESPIRITO SANTO,2.689,2006,9,09/2006
3314,2006-09-24,SUDESTE,MINAS GERAIS,2.492,2006,9,09/2006
3315,2006-09-24,SUDESTE,RIO DE JANEIRO,2.5540000000000003,2006,9,09/2006
3316,2006-09-24,SUDESTE,SAO PAULO,2.436,2006,9,09/2006
3317,2006-09-24,SUL,PARANA,2.422,2006,9,09/2006
3318,2006-09-24,SUL,RIO GRANDE DO SUL,2.707,2006,9,09/2006
3319,2006-09-24,SUL,SANTA CATARINA,2.511,2006,9,09/2006
3320,2006-10-01,CENTRO OESTE,DISTRITO FEDERAL,2.466,2006,10,10/2006
3321,2006-10-01,CENTRO OESTE,GOIAS,2.63,2006,10,10/2006
3322,2006-10-01,CENTRO OESTE,MATO GROSSO,2.955,2006,10,10/2006
3323,2006-10-01,CENTRO OESTE,MATO GROSSO DO SUL,2.699,2006,10,10/2006
3324,2006-10-01,NORDESTE,ALAGOAS,2.82,2006,10,10/2006
3325,2006-10-01,NORDESTE,BAHIA,2.689,2006,10,10/2006
3326,2006-10-01,NORDESTE,CEARA,2.737,2006,10,10/2006
3327,2006-10-01,NORDESTE,MARANHAO,2.772,2006,10,10/2006
3328,2006-10-01,NORDESTE,PARAIBA,2.649,2006,10,10/2006
3329,2006-10-01,NORDESTE,PERNAMBUCO,2.71,2006,10,10/2006
3330,2006-10-01,NORDESTE,PIAUI,2.492,2006,10,10/2006
3331,2006-10-01,NORDESTE,RIO GRANDE DO NORTE,2.693,2006,10,10/2006
3332,2006-10-01,NORDESTE,SERGIPE,2.541,2006,10,10/2006
3333,2006-10-01,NORTE,ACRE,2.965,2006,10,10/2006
3334,2006-10-01,NORTE,AMAPA,2.514,2006,10,10/2006
3335,2006-10-01,NORTE,AMAZONAS,2.57,2006,10,10/2006
3336,2006-10-01,NORTE,PARA,2.651,2006,10,10/2006
3337,2006-10-01,NORTE,RONDONIA,2.776,2006,10,10/2006
3338,2006-10-01,NORTE,RORAIMA,2.785,2006,10,10/2006
3339,2006-10-01,NORTE,TOCANTINS,2.754,2006,10,10/2006
3340,2006-10-01,SUDESTE,ESPIRITO SANTO,2.64,2006,10,10/2006
3341,2006-10-01,SUDESTE,MINAS GERAIS,2.489,2006,10,10/2006
3342,2006-10-01,SUDESTE,RIO DE JANEIRO,2.546,2006,10,10/2006
3343,2006-10-01,SUDESTE,SAO PAULO,2.4530000000000003,2006,10,10/2006
3344,2006-10-01,SUL,PARANA,2.403,2006,10,10/2006
3345,2006-10-01,SUL,RIO GRANDE DO SUL,2.6910000000000003,2006,10,10/2006
3346,2006-10-01,SUL,SANTA CATARINA,2.574,2006,10,10/2006
3347,2006-10-08,CENTRO OESTE,DISTRITO FEDERAL,2.394,2006,10,10/2006
3348,2006-10-08,CENTRO OESTE,GOIAS,2.614,2006,10,10/2006
3349,2006-10-08,CENTRO OESTE,MATO GROSSO,2.955,2006,10,10/2006
3350,2006-10-08,CENTRO OESTE,MATO GROSSO DO SUL,2.684,2006,10,10/2006
3351,2006-10-08,NORDESTE,ALAGOAS,2.822,2006,10,10/2006
3352,2006-10-08,NORDESTE,BAHIA,2.681,2006,10,10/2006
3353,2006-10-08,NORDESTE,CEARA,2.729,2006,10,10/2006
3354,2006-10-08,NORDESTE,MARANHAO,2.765,2006,10,10/2006
3355,2006-10-08,NORDESTE,PARAIBA,2.642,2006,10,10/2006
3356,2006-10-08,NORDESTE,PERNAMBUCO,2.692,2006,10,10/2006
3357,2006-10-08,NORDESTE,PIAUI,2.458,2006,10,10/2006
3358,2006-10-08,NORDESTE,RIO GRANDE DO NORTE,2.695,2006,10,10/2006
3359,2006-10-08,NORDESTE,SERGIPE,2.5380000000000003,2006,10,10/2006
3360,2006-10-08,NORTE,ACRE,2.9610000000000003,2006,10,10/2006
3361,2006-10-08,NORTE,AMAPA,2.516,2006,10,10/2006
3362,2006-10-08,NORTE,AMAZONAS,2.563,2006,10,10/2006
3363,2006-10-08,NORTE,PARA,2.649,2006,10,10/2006
3364,2006-10-08,NORTE,RONDONIA,2.774,2006,10,10/2006
3365,2006-10-08,NORTE,RORAIMA,2.7230000000000003,2006,10,10/2006
3366,2006-10-08,NORTE,TOCANTINS,2.745,2006,10,10/2006
3367,2006-10-08,SUDESTE,ESPIRITO SANTO,2.637,2006,10,10/2006
3368,2006-10-08,SUDESTE,MINAS GERAIS,2.486,2006,10,10/2006
3369,2006-10-08,SUDESTE,RIO DE JANEIRO,2.541,2006,10,10/2006
3370,2006-10-08,SUDESTE,SAO PAULO,2.438,2006,10,10/2006
3371,2006-10-08,SUL,PARANA,2.543,2006,10,10/2006
3372,2006-10-08,SUL,RIO GRANDE DO SUL,2.741,2006,10,10/2006
3373,2006-10-08,SUL,SANTA CATARINA,2.575,2006,10,10/2006
3374,2006-10-15,CENTRO OESTE,DISTRITO FEDERAL,2.525,2006,10,10/2006
3375,2006-10-15,CENTRO OESTE,GOIAS,2.593,2006,10,10/2006
3376,2006-10-15,CENTRO OESTE,MATO GROSSO,2.952,2006,10,10/2006
3377,2006-10-15,CENTRO OESTE,MATO GROSSO DO SUL,2.684,2006,10,10/2006
3378,2006-10-15,NORDESTE,ALAGOAS,2.82,2006,10,10/2006
3379,2006-10-15,NORDESTE,BAHIA,2.6830000000000003,2006,10,10/2006
3380,2006-10-15,NORDESTE,CEARA,2.715,2006,10,10/2006
3381,2006-10-15,NORDESTE,MARANHAO,2.76,2006,10,10/2006
3382,2006-10-15,NORDESTE,PARAIBA,2.633,2006,10,10/2006
3383,2006-10-15,NORDESTE,PERNAMBUCO,2.605,2006,10,10/2006
3384,2006-10-15,NORDESTE,PIAUI,2.437,2006,10,10/2006
3385,2006-10-15,NORDESTE,RIO GRANDE DO NORTE,2.7310000000000003,2006,10,10/2006
3386,2006-10-15,NORDESTE,SERGIPE,2.541,2006,10,10/2006
3387,2006-10-15,NORTE,ACRE,2.962,2006,10,10/2006
3388,2006-10-15,NORTE,AMAPA,2.508,2006,10,10/2006
3389,2006-10-15,NORTE,AMAZONAS,2.551,2006,10,10/2006
3390,2006-10-15,NORTE,PARA,2.6260000000000003,2006,10,10/2006
3391,2006-10-15,NORTE,RONDONIA,2.781,2006,10,10/2006
3392,2006-10-15,NORTE,RORAIMA,2.745,2006,10,10/2006
3393,2006-10-15,NORTE,TOCANTINS,2.7510000000000003,2006,10,10/2006
3394,2006-10-15,SUDESTE,ESPIRITO SANTO,2.625,2006,10,10/2006
3395,2006-10-15,SUDESTE,MINAS GERAIS,2.484,2006,10,10/2006
3396,2006-10-15,SUDESTE,RIO DE JANEIRO,2.536,2006,10,10/2006
3397,2006-10-15,SUDESTE,SAO PAULO,2.439,2006,10,10/2006
3398,2006-10-15,SUL,PARANA,2.536,2006,10,10/2006
3399,2006-10-15,SUL,RIO GRANDE DO SUL,2.737,2006,10,10/2006
3400,2006-10-15,SUL,SANTA CATARINA,2.575,2006,10,10/2006
3401,2006-10-22,CENTRO OESTE,DISTRITO FEDERAL,2.643,2006,10,10/2006
3402,2006-10-22,CENTRO OESTE,GOIAS,2.537,2006,10,10/2006
3403,2006-10-22,CENTRO OESTE,MATO GROSSO,2.952,2006,10,10/2006
3404,2006-10-22,CENTRO OESTE,MATO GROSSO DO SUL,2.71,2006,10,10/2006
3405,2006-10-22,NORDESTE,ALAGOAS,2.822,2006,10,10/2006
3406,2006-10-22,NORDESTE,BAHIA,2.673,2006,10,10/2006
3407,2006-10-22,NORDESTE,CEARA,2.704,2006,10,10/2006
3408,2006-10-22,NORDESTE,MARANHAO,2.762,2006,10,10/2006
3409,2006-10-22,NORDESTE,PARAIBA,2.643,2006,10,10/2006
3410,2006-10-22,NORDESTE,PERNAMBUCO,2.582,2006,10,10/2006
3411,2006-10-22,NORDESTE,PIAUI,2.434,2006,10,10/2006
3412,2006-10-22,NORDESTE,RIO GRANDE DO NORTE,2.7310000000000003,2006,10,10/2006
3413,2006-10-22,NORDESTE,SERGIPE,2.555,2006,10,10/2006
3414,2006-10-22,NORTE,ACRE,2.9610000000000003,2006,10,10/2006
3415,2006-10-22,NORTE,AMAPA,2.524,2006,10,10/2006
3416,2006-10-22,NORTE,AMAZONAS,2.512,2006,10,10/2006
3417,2006-10-22,NORTE,PARA,2.629,2006,10,10/2006
3418,2006-10-22,NORTE,RONDONIA,2.783,2006,10,10/2006
3419,2006-10-22,NORTE,RORAIMA,2.6910000000000003,2006,10,10/2006
3420,2006-10-22,NORTE,TOCANTINS,2.747,2006,10,10/2006
3421,2006-10-22,SUDESTE,ESPIRITO SANTO,2.613,2006,10,10/2006
3422,2006-10-22,SUDESTE,MINAS GERAIS,2.4730000000000003,2006,10,10/2006
3423,2006-10-22,SUDESTE,RIO DE JANEIRO,2.539,2006,10,10/2006
3424,2006-10-22,SUDESTE,SAO PAULO,2.434,2006,10,10/2006
3425,2006-10-22,SUL,PARANA,2.545,2006,10,10/2006
3426,2006-10-22,SUL,RIO GRANDE DO SUL,2.716,2006,10,10/2006
3427,2006-10-22,SUL,SANTA CATARINA,2.574,2006,10,10/2006
3428,2006-10-29,CENTRO OESTE,DISTRITO FEDERAL,2.627,2006,10,10/2006
3429,2006-10-29,CENTRO OESTE,GOIAS,2.4930000000000003,2006,10,10/2006
3430,2006-10-29,CENTRO OESTE,MATO GROSSO,2.951,2006,10,10/2006
3431,2006-10-29,CENTRO OESTE,MATO GROSSO DO SUL,2.7310000000000003,2006,10,10/2006
3432,2006-10-29,NORDESTE,ALAGOAS,2.82,2006,10,10/2006
3433,2006-10-29,NORDESTE,BAHIA,2.655,2006,10,10/2006
3434,2006-10-29,NORDESTE,CEARA,2.699,2006,10,10/2006
3435,2006-10-29,NORDESTE,MARANHAO,2.753,2006,10,10/2006
3436,2006-10-29,NORDESTE,PARAIBA,2.63,2006,10,10/2006
3437,2006-10-29,NORDESTE,PERNAMBUCO,2.7030000000000003,2006,10,10/2006
3438,2006-10-29,NORDESTE,PIAUI,2.42,2006,10,10/2006
3439,2006-10-29,NORDESTE,RIO GRANDE DO NORTE,2.714,2006,10,10/2006
3440,2006-10-29,NORDESTE,SERGIPE,2.5340000000000003,2006,10,10/2006
3441,2006-10-29,NORTE,ACRE,2.96,2006,10,10/2006
3442,2006-10-29,NORTE,AMAPA,2.512,2006,10,10/2006
3443,2006-10-29,NORTE,AMAZONAS,2.435,2006,10,10/2006
3444,2006-10-29,NORTE,PARA,2.6210000000000004,2006,10,10/2006
3445,2006-10-29,NORTE,RONDONIA,2.773,2006,10,10/2006
3446,2006-10-29,NORTE,RORAIMA,2.697,2006,10,10/2006
3447,2006-10-29,NORTE,TOCANTINS,2.7510000000000003,2006,10,10/2006
3448,2006-10-29,SUDESTE,ESPIRITO SANTO,2.608,2006,10,10/2006
3449,2006-10-29,SUDESTE,MINAS GERAIS,2.47,2006,10,10/2006
3450,2006-10-29,SUDESTE,RIO DE JANEIRO,2.529,2006,10,10/2006
3451,2006-10-29,SUDESTE,SAO PAULO,2.4330000000000003,2006,10,10/2006
3452,2006-10-29,SUL,PARANA,2.5380000000000003,2006,10,10/2006
3453,2006-10-29,SUL,RIO GRANDE DO SUL,2.696,2006,10,10/2006
3454,2006-10-29,SUL,SANTA CATARINA,2.57,2006,10,10/2006
3455,2006-11-05,CENTRO OESTE,DISTRITO FEDERAL,2.6830000000000003,2006,11,11/2006
3456,2006-11-05,CENTRO OESTE,GOIAS,2.482,2006,11,11/2006
3457,2006-11-05,CENTRO OESTE,MATO GROSSO,2.948,2006,11,11/2006
3458,2006-11-05,CENTRO OESTE,MATO GROSSO DO SUL,2.7460000000000004,2006,11,11/2006
3459,2006-11-05,NORDESTE,ALAGOAS,2.819,2006,11,11/2006
3460,2006-11-05,NORDESTE,BAHIA,2.639,2006,11,11/2006
3461,2006-11-05,NORDESTE,CEARA,2.696,2006,11,11/2006
3462,2006-11-05,NORDESTE,MARANHAO,2.752,2006,11,11/2006
3463,2006-11-05,NORDESTE,PARAIBA,2.633,2006,11,11/2006
3464,2006-11-05,NORDESTE,PERNAMBUCO,2.565,2006,11,11/2006
3465,2006-11-05,NORDESTE,PIAUI,2.42,2006,11,11/2006
3466,2006-11-05,NORDESTE,RIO GRANDE DO NORTE,2.707,2006,11,11/2006
3467,2006-11-05,NORDESTE,SERGIPE,2.546,2006,11,11/2006
3468,2006-11-05,NORTE,ACRE,2.959,2006,11,11/2006
3469,2006-11-05,NORTE,AMAPA,2.501,2006,11,11/2006
3470,2006-11-05,NORTE,AMAZONAS,2.415,2006,11,11/2006
3471,2006-11-05,NORTE,PARA,2.6210000000000004,2006,11,11/2006
3472,2006-11-05,NORTE,RONDONIA,2.767,2006,11,11/2006
3473,2006-11-05,NORTE,RORAIMA,2.692,2006,11,11/2006
3474,2006-11-05,NORTE,TOCANTINS,2.745,2006,11,11/2006
3475,2006-11-05,SUDESTE,ESPIRITO SANTO,2.579,2006,11,11/2006
3476,2006-11-05,SUDESTE,MINAS GERAIS,2.467,2006,11,11/2006
3477,2006-11-05,SUDESTE,RIO DE JANEIRO,2.536,2006,11,11/2006
3478,2006-11-05,SUDESTE,SAO PAULO,2.418,2006,11,11/2006
3479,2006-11-05,SUL,PARANA,2.54,2006,11,11/2006
3480,2006-11-05,SUL,RIO GRANDE DO SUL,2.681,2006,11,11/2006
3481,2006-11-05,SUL,SANTA CATARINA,2.571,2006,11,11/2006
3482,2006-11-12,CENTRO OESTE,DISTRITO FEDERAL,2.68,2006,11,11/2006
3483,2006-11-12,CENTRO OESTE,GOIAS,2.592,2006,11,11/2006
3484,2006-11-12,CENTRO OESTE,MATO GROSSO,2.949,2006,11,11/2006
3485,2006-11-12,CENTRO OESTE,MATO GROSSO DO SUL,2.755,2006,11,11/2006
3486,2006-11-12,NORDESTE,ALAGOAS,2.818,2006,11,11/2006
3487,2006-11-12,NORDESTE,BAHIA,2.631,2006,11,11/2006
3488,2006-11-12,NORDESTE,CEARA,2.692,2006,11,11/2006
3489,2006-11-12,NORDESTE,MARANHAO,2.745,2006,11,11/2006
3490,2006-11-12,NORDESTE,PARAIBA,2.632,2006,11,11/2006
3491,2006-11-12,NORDESTE,PERNAMBUCO,2.641,2006,11,11/2006
3492,2006-11-12,NORDESTE,PIAUI,2.388,2006,11,11/2006
3493,2006-11-12,NORDESTE,RIO GRANDE DO NORTE,2.669,2006,11,11/2006
3494,2006-11-12,NORDESTE,SERGIPE,2.528,2006,11,11/2006
3495,2006-11-12,NORTE,ACRE,2.957,2006,11,11/2006
3496,2006-11-12,NORTE,AMAPA,2.489,2006,11,11/2006
3497,2006-11-12,NORTE,AMAZONAS,2.57,2006,11,11/2006
3498,2006-11-12,NORTE,PARA,2.609,2006,11,11/2006
3499,2006-11-12,NORTE,RONDONIA,2.762,2006,11,11/2006
3500,2006-11-12,NORTE,RORAIMA,2.697,2006,11,11/2006
3501,2006-11-12,NORTE,TOCANTINS,2.74,2006,11,11/2006
3502,2006-11-12,SUDESTE,ESPIRITO SANTO,2.582,2006,11,11/2006
3503,2006-11-12,SUDESTE,MINAS GERAIS,2.467,2006,11,11/2006
3504,2006-11-12,SUDESTE,RIO DE JANEIRO,2.531,2006,11,11/2006
3505,2006-11-12,SUDESTE,SAO PAULO,2.438,2006,11,11/2006
3506,2006-11-12,SUL,PARANA,2.54,2006,11,11/2006
3507,2006-11-12,SUL,RIO GRANDE DO SUL,2.668,2006,11,11/2006
3508,2006-11-12,SUL,SANTA CATARINA,2.569,2006,11,11/2006
3509,2006-11-19,CENTRO OESTE,DISTRITO FEDERAL,2.6830000000000003,2006,11,11/2006
3510,2006-11-19,CENTRO OESTE,GOIAS,2.592,2006,11,11/2006
3511,2006-11-19,CENTRO OESTE,MATO GROSSO,2.95,2006,11,11/2006
3512,2006-11-19,CENTRO OESTE,MATO GROSSO DO SUL,2.757,2006,11,11/2006
3513,2006-11-19,NORDESTE,ALAGOAS,2.819,2006,11,11/2006
3514,2006-11-19,NORDESTE,BAHIA,2.635,2006,11,11/2006
3515,2006-11-19,NORDESTE,CEARA,2.679,2006,11,11/2006
3516,2006-11-19,NORDESTE,MARANHAO,2.738,2006,11,11/2006
3517,2006-11-19,NORDESTE,PARAIBA,2.628,2006,11,11/2006
3518,2006-11-19,NORDESTE,PERNAMBUCO,2.583,2006,11,11/2006
